cod;nombre;pct_menores_18;pct_mayores_67;pct_migrantes;indice_fecundidad;renta_bruta_persona;pct_solteros;pct_casados;pct_divorciados;pct_cuenta_propia;pct_agricultura;pct_secundario;pct_directores;pct_cualificados;pct_primaria_inferior;pct_secundaria_2a;pct_superior;tasa_paro;tasa_empleo;tasa_actividad
06150;Villagarcía de la Torre;13,17;26,32;2,2;1,2;11568,0;38,43;46,02;5,27;23,73;13,61;17,01;20,86;68,35;21,73;14,95;20,23;21,84;58,97;52,28
06151;Villagonzalo;14,75;23,87;2,94;1,34;12832,0;34,49;49,34;6,11;21,62;26,13;15,91;16,92;58,21;21,81;15,71;18,85;17,95;59,18;50,89
06152;Villalba de los Barros;12,57;22,69;2,7;0,99;11746,0;34,84;52,26;5,21;28,19;35,49;11,04;18,47;55,93;26,03;13,44;19,69;10,47;69,22;55,8
06153;Villanueva de la Serena;17,28;18,38;6,99;1,29;14200,0;34,21;51,02;7,22;18,85;10,98;14,38;30,87;55,2;16,94;19,49;27,64;14,51;58,94;53,17
06154;Villanueva del Fresno;14,71;20,45;2,88;1,13;11107,0;40,08;45,5;5,67;24,37;28,02;12,25;17,7;56,74;23,82;14,6;15,5;22,1;51,83;49,02
06155;Villar del Rey;12,36;19,82;2,56;1,15;11922,0;36,36;49,46;6,01;18,46;18,74;15,6;17,12;67,12;24,27;16,53;16,75;19,71;60,3;56,54
06156;Villar de Rena;12,88;23,5;1,89;1,19;13018,0;33,08;53,52;4,83;28,46;37,27;12,83;14,55;63,86;22,63;16,26;13,75;12,24;59,9;48,35
06157;Villarta de los Montes;7,47;31,25;5,33;1,43;12392,0;29,4;51,37;6,59;29,55;18,94;18,18;12,1;66,94;27,96;16,67;9,14;27,78;59,09;48,52
06158;Zafra;16,49;18,33;7,2;1,15;15483,0;35,61;50,08;7,39;17,32;2,8;15,67;37,77;52,31;14,8;21,05;34,23;14,42;61,98;55,88
06159;Zahínos;16,36;17,95;1,94;1,43;10223,0;35,57;52,28;3,88;25,79;36,45;21,77;13,36;61,53;28,17;12,65;13,02;21,07;53,27;52,84
06160;Zalamea de la Serena;13,23;23,36;5,73;1,2;11779,0;33,33;51,8;5,13;32,86;12,91;19,0;25,97;63,61;22,96;16,42;19,06;20,47;60,35;52,78
06161;Zarza-Capilla;7,05;35,12;5,08;1,05;13400,0;34,44;44,07;5,19;40,87;26,09;12,17;19,27;65,14;27,9;17,03;17,75;15,91;68,52;47,83
06162;Zarza, La;16,22;19,46;1,82;1,58;12068,0;33,27;54,4;3,82;28,45;16,35;20,28;23,31;61,96;15,22;15,77;23,55;15,34;64,58;57,72
06901;Valdelacalzada;17,2;18,49;6,45;1,41;12460,0;33,32;52,1;6,97;23,33;25,69;19,51;19,34;62,04;19,4;17,62;20,12;10,8;58,51;50,47
06902;Pueblonuevo del Guadiana;15,8;21,52;2,36;0,97;12514,0;30,63;55,99;5,57;19,34;23,5;16,91;19,72;58,71;23,05;17,93;16,81;15,0;56,21;49,04
06903;Guadiana;14,96;19,4;3,52;1,16;12377,0;33,43;52,92;6,26;22,43;18,75;21,3;18,02;66,38;16,59;17,93;18,26;14,89;55,46;50,02
07001;Alaró;18,96;14,41;27,51;1,29;20198,0;38,12;45,74;10,06;21,31;1,6;19,03;40,61;50,42;12,0;25,9;38,11;6,61;61,18;54,26
07002;Alaior;15,64;16,93;20,53;1,07;19436,0;39,92;45,56;8,77;21,82;2,03;22,91;31,65;58,68;13,99;22,56;29,18;5,11;58,34;49,7
07003;Alcúdia;16,37;12,1;37,23;1,02;18565,0;42,9;42,43;9,9;25,37;1,67;19,32;30,34;58,56;16,18;22,39;22,06;6,94;37,68;35,18
07004;Algaida;17,89;17,85;18,67;1,25;20264,0;35,75;48,66;9,84;22,59;1,79;18,07;36,63;54,97;8,33;31,88;34,1;5,23;66,83;55,39
07005;Andratx;17,03;14,72;34,79;1,21;19220,0;38,62;45,56;9,97;28,61;1,17;21,29;27,57;58,78;12,13;27,49;27,81;5,2;55,02;48,28
07006;Artà;16,67;16,53;25,23;1,19;19486,0;38,16;47,4;8,35;29,77;2,5;23,68;33,83;57,05;16,1;22,11;26,52;5,45;55,62;48,05
07007;Banyalbufar;11,94;21,0;24,74;1,34;24419,0;35,12;47,93;10,54;32,63;2,54;12,29;47,56;45,33;9,62;26,92;46,92;6,42;63,92;51,26
07008;Binissalem;19,53;13,84;15,81;1,12;20015,0;36,59;47,99;9,8;20,17;1,91;20,25;35,09;55,68;13,31;24,54;30,27;5,6;66,69;58,74
07009;Búger;16,67;18,44;23,51;1,32;20041,0;37,18;46,34;8,75;25,11;4,08;20,18;36,21;53,72;14,05;25,1;32,95;4,37;57,07;47,11
07010;Bunyola;17,44;16,12;16,37;1,06;25600,0;35,59;49,67;8,96;22,25;1,52;14,73;44,87;48,14;7,05;29,54;40,56;4,7;65,04;55,81
07011;Calvià;15,9;15,21;38,91;0,95;21772,0;41,18;43,28;10,64;28,37;0,5;14,56;34,65;55,68;9,82;30,77;31,68;5,62;50,43;43,62
07012;Campanet;16,28;18,89;22,07;1,38;20563,0;35,21;49,91;7,15;22,81;4,06;18,74;39,38;51,99;18,02;21,98;31,56;6,91;60,79;50,58
07013;Campos;18,23;16,16;25,58;1,28;18452,0;35,41;48,73;9,34;24,35;2,72;24,48;28,74;59,99;15,79;25,89;25,92;5,11;61,52;53,63
07014;Capdepera;15,92;13,7;34,64;1,16;17075,0;41,68;42,85;9,77;29,2;1,75;22,64;26,8;62,73;12,46;28,6;22,55;6,31;38,72;34,84
07015;Ciutadella de Menorca;15,45;15,53;19,07;0,97;19666,0;40,64;44,85;8,73;24,0;2,65;21,51;34,88;56,11;10,44;24,36;31,84;5,25;55,04;48,0
07016;Consell;19,66;13,5;13,06;1,3;19638,0;33,63;51,78;9,03;18,52;1,21;16,72;34,01;57,55;12,29;26,01;29,79;5,99;65,62;59,9
07017;Costitx;18,69;15,71;21,58;1,63;19154,0;34,48;49,26;9,93;26,39;0,66;23,77;37,16;54,97;10,02;29,99;32,07;6,87;59,26;53,19
07018;Deià;11,58;18,27;40,64;0,72;27204,0;46,09;37,93;10,37;49,78;3,96;8,37;39,9;48,56;7,73;30,76;43,94;4,69;46,74;39,08
07019;Escorca;5,43;26,33;20,1;0,61;28811,0;34,25;52,49;8,84;28,57;10,2;8,16;29,79;57,45;17,44;26,15;30,77;4,63;80,47;55,67
07020;Esporles;18,55;16,17;16,86;1,23;25202,0;37,44;48,23;8,12;21,23;1,57;15,01;47,56;44,76;7,97;26,55;44,11;4,36;70,09;58,56
07021;Estellencs;11,66;21,66;30,48;0,39;22833,0;46,1;38,96;8,77;30,52;7,84;10,46;40,41;50,68;8,75;25,66;42,27;7,74;56,75;45,72
07022;Felanitx;19,08;16,97;25,47;1,4;17921,0;35,19;49,57;7,87;26,33;2,74;28,95;27,69;61,4;21,5;21,15;19,36;5,84;54,68;46,33
07023;Ferreries;16,65;16,11;10,28;1,12;18849,0;39,62;48,58;6,18;21,5;3,89;29,81;29,47;61,25;7,92;23,38;27,8;4,18;61,09;51,64
07024;Formentera;14,07;11,84;35,65;0,89;24630,0;48,8;38,73;8,43;31,66;2,09;15,61;36,21;55,22;13,25;27,67;29,77;3,87;51,36;46,72
07025;Fornalutx;14,56;19,73;29,23;1,23;23667,0;36,99;49,49;8,56;37,5;8,12;20,3;38,37;54,26;10,73;25,71;37,7;2,62;52,85;42,65
07026;Eivissa;15,17;11,65;36,49;0,99;22301,0;48,31;38,1;8,8;20,76;0,57;16,47;32,15;55,85;11,65;27,24;32,17;4,67;54,59;50,5
07027;Inca;19,45;13,71;25,52;1,36;16379,0;37,28;46,87;9,9;15,46;2,0;23,17;27,34;60,28;14,34;31,1;22,3;7,87;56,97;52,45
07028;Lloret de Vistalegre;20,01;14,71;23,98;1,91;18270,0;35,01;51,73;7,3;20,92;2,82;21,36;35,42;50,99;12,99;27,75;31,66;7,02;62,57;56,3
07029;Lloseta;19,27;15,51;16,16;1,36;17283,0;34,17;49,89;9,39;17,56;2,03;24,81;29,27;61,59;15,66;24,38;22,56;8,65;63,48;56,27
07030;Llubí;18,95;15,61;20,81;1,47;19711,0;35,69;48,45;8,08;23,61;3,19;25,92;35,53;55,41;16,16;23,0;27,71;6,19;59,82;53,07
07031;Llucmajor;16,93;14,63;25,68;1,13;20002,0;37,57;46,34;10,62;20,55;1,19;17,02;31,76;58,95;10,87;28,91;27,38;6,09;58,23;51,92
07032;Maó;15,91;16,48;25,61;1,1;20482,0;40,12;43,3;10,55;18,75;1,21;17,89;33,76;54,3;11,76;26,47;33,99;5,85;59,07;50,61
07033;Manacor;19,22;13,78;28,75;1,4;17034,0;38,64;46,7;8,56;22,29;2,33;26,91;27,54;61,2;18,54;21,98;21,3;6,46;52,47;47,92
07034;Mancor de la Vall;20,89;13,03;12,6;1,34;21251,0;34,36;51,2;9,17;20,41;3,95;18,62;36,45;56,61;9,45;24,15;38,49;3,48;69,79;59,97
07035;Maria de la Salut;17,33;18,51;20,11;1,42;18575,0;33,86;51,92;6,4;21,67;3,63;28,82;37,02;51,33;15,67;26,32;29,79;5,41;61,26;51,21
07036;Marratxí;18,61;14,64;11,25;1,16;22611,0;34,06;52,62;8,45;18,4;0,43;14,62;36,88;56,31;8,65;28,3;34,19;5,18;69,04;60,38
07037;Mercadal, Es;14,73;14,57;25,86;1,03;24914,0;41,79;44,52;9,42;28,77;3,97;17,48;40,72;50,83;8,35;25,3;42,39;5,3;51,83;47,09
07038;Montuïri;17,48;18,09;23,06;1,12;20513,0;34,52;48,23;9,59;21,3;3,21;19,43;35,77;52,52;17,58;25,26;29,64;6,7;63,89;54,17
07039;Muro;20,07;15,83;25,0;1,42;17931,0;35,14;49,71;7,97;24,12;2,97;29,3;28,92;60,01;22,43;18,76;21,49;5,08;51,26;44,6
07040;Palma;15,7;15,26;30,34;1,05;20420,0;41,73;41,84;10,38;15,59;0,58;14,38;34,55;53,57;12,14;27,61;31,02;6,89;61,02;53,98
07041;Petra;17,3;18,51;21,04;1,28;19380,0;33,82;51,46;6,75;23,16;3,98;25,04;33,23;54,83;17,05;22,05;27,53;5,43;62,29;51,96
07042;Pollença;16,08;17,6;30,11;1,14;20957,0;35,75;49,43;8,24;30,64;2,29;19,13;36,34;54,11;15,58;24,25;28,48;5,12;49,15;41,17
07043;Porreres;19,45;17,17;24,9;1,41;18157,0;33,46;51,77;8,14;26,01;6,07;25,01;30,97;55,58;17,83;24,33;24,96;5,53;64,92;53,91
07044;Pobla, Sa;20,75;14,59;27,16;1,67;16693,0;34,94;50,07;8,11;22,08;4,89;26,78;28,19;59,45;17,11;22,12;25,6;6,12;53,31;47,53
07045;Puigpunyent;18,84;14,97;21,27;1,05;24974,0;36,77;49,28;8,56;26,95;1,18;13,16;52,03;41,44;7,62;29,0;44,76;4,26;65,44;56,25
07046;Sant Antoni de Portmany;16,02;11,97;34,37;1,08;19318,0;47,45;39,96;7,89;22,79;1,27;21,63;26,63;62,56;14,66;24,26;24,61;5,02;49,08;45,08
07047;Sencelles;16,65;15,78;22,05;1,18;21405,0;36,93;47,72;9,62;23,64;2,36;16,43;40,11;50,81;10,1;27,54;37,9;6,68;62,52;55,36
07048;Sant Josep de sa Talaia;15,67;11,7;29,69;1,04;22687,0;47,96;39,05;8,97;28,01;0,76;16,87;34,32;56,93;9,28;28,09;33,48;4,71;54,12;49,0
07049;Sant Joan;18,66;18,47;21,95;1,63;18653,0;31,33;51,47;8,96;21,23;6,03;18,99;31,27;55,77;17,77;24,76;27,87;4,92;62,48;53,09
07050;Sant Joan de Labritja;16,58;14,18;39,08;1,03;20340,0;47,82;39,37;7,91;36,79;3,65;17,24;33,39;55,79;12,91;30,38;31,35;5,08;49,12;43,15
07051;Sant Llorenç des Cardassar;16,43;15,99;29,83;1,14;17636,0;38,57;46,86;8,27;30,95;2,0;22,9;27,51;61,58;14,81;24,32;19,74;5,28;47,12;40,15
07052;Sant Lluís;14,32;17,23;19,39;0,83;25485,0;39,5;45,07;10,39;25,22;1,38;15,67;41,52;49,77;10,07;26,15;39,19;5,02;58,34;50,01
07053;Santa Eugènia;17,19;15,54;19,4;1,27;22686,0;35,37;49,74;9,34;20,48;2,19;12,67;43,35;49,94;9,44;27,28;40,05;4,89;67,57;57,92
07054;Santa Eulària des Riu;15,95;12,07;35,57;1,05;21736,0;47,29;39,68;8,69;29,31;1,5;17,99;32,4;58,18;11,37;34,77;27,54;4,74;53,34;48,15
07055;Santa Margalida;17,03;14,55;33,48;1,28;18090,0;39,23;46,67;8,14;25,43;2,15;21,19;28,48;60,93;15,86;22,93;22,53;7,45;39,56;36,07
07056;Santa María del Camí;18,63;15,12;14,04;1,15;22628,0;34,9;50,46;8,11;18,69;1,37;16,19;37,06;55,27;11,36;27,92;33,13;5,12;67,73;59,77
07057;Santanyí;15,42;17,29;32,13;1,2;19832,0;40,12;45,63;7,66;34,51;2,41;22,48;29,44;59,11;18,98;23,73;23,26;4,92;46,84;39,05
07058;Selva;17,17;18,18;17,16;1,16;20659,0;34,54;50,57;8,42;24,93;3,53;18,8;38,58;53,77;10,95;25,52;34,5;6,18;64,51;53,64
07059;Salines, Ses;15,79;17,23;30,32;1,06;20782,0;34,08;49,79;9,58;28,67;3,3;20,53;35,27;53,22;15,99;24,52;30,25;5,25;49,34;41,94
07060;Sineu;18,19;15,49;22,19;1,32;18864,0;35,91;48,83;9,55;22,95;2,66;19,77;36,49;54,26;11,67;24,88;34,24;6,12;62,59;54,77
07061;Sóller;15,42;19,27;28,42;1,21;21452,0;37,49;45,91;9,02;28,18;1,81;20,06;34,6;56,1;11,6;28,34;30,83;4,2;53,54;43,29
07062;Son Servera;17,39;14,52;27,88;1,12;17581,0;39,73;44,81;9,32;24,39;1,61;22,37;24,83;62,23;14,39;24,04;17,27;5,57;40,58;35,59
07063;Valldemossa;14,39;19,9;27,02;1,1;29625,0;36,83;47,67;8,92;28,89;2,44;12,08;44,73;46,2;7,28;33,28;44,37;4,64;63,88;50,59
07064;Castell, Es;13,67;17,13;20,13;0,92;20255,0;40,64;42,22;11,28;20,07;1,18;18,21;32,23;58,35;9,66;26,73;33,41;6,2;60,22;50,91
07065;Vilafranca de Bonany;19,36;15,13;20,97;1,4;16911,0;36,54;48,65;7,94;22,62;4,31;26,62;30,31;59,26;16,38;23,31;25,56;5,53;63,64;56,75
07901;Ariany;16,58;19,23;30,91;1,39;19710,0;32,88;51,88;6,38;22,48;11,24;19,02;28,27;56,85;19,85;20,73;23,93;6,22;53,02;44,77
07902;Migjorn Gran, Es;13,14;16,49;19,3;0,93;22244,0;42,86;44,67;7,18;24,75;2,66;23,92;34,81;57,85;13,59;22,39;31,98;2,79;50,32;43,43
08001;Abrera;18,47;15,24;13,44;1,02;20681,0;33,67;51,34;9,23;10,43;0,23;32,44;30,83;53,97;11,7;25,56;33,79;7,08;67,59;60,64
08002;Aguilar de Segarra;19,59;17,0;4,44;0,97;24041,0;35,71;48,74;9,24;29,08;13,48;18,44;45,8;45,8;10,29;21,81;43,62;5,26;76,6;63,33
08003;Alella;18,33;20,42;17,59;1,21;35386,0;34,18;50,66;8,36;30,53;0,64;14,58;55,52;38,9;8,11;23,43;52,77;4,9;69,37;54,63
08004;Alpens;12,43;18,65;10,49;0,81;24656,0;39,57;46,52;5,22;30,88;2,96;31,85;45,38;45,38;7,85;18,18;48,76;5,71;72,53;58,09
08005;Ametlla del Vallès, L';18,79;14,74;11,95;1,33;28899,0;33,85;51,42;9,94;26,26;0,48;22,73;51,15;42,7;6,09;23,41;51,87;6,36;72,83;63,48
08006;Arenys de Mar;15,89;20,95;20,03;1,08;20939,0;35,38;43,92;11,84;18,71;0,99;17,79;41,05;49,28;11,21;27,9;36,08;9,0;64,41;54,0
08007;Arenys de Munt;16,99;16,85;11,59;1,14;21085,0;36,59;47,04;10,15;20,43;1,51;20,55;39,82;51,18;11,23;24,1;36,72;8,8;68,49;60,26
08008;Argençola;20,41;14,12;6,53;1,86;19838,0;36,08;46,91;9,79;36,28;13,27;19,47;44,55;50,91;4,02;18,09;52,26;7,75;74,38;65,48
08009;Argentona;17,56;17,67;9,46;1,09;23089,0;35,65;48,32;9,49;21,8;0,93;23,83;44,0;48,8;9,57;23,16;39,99;7,57;70,49;60,17
08010;Artés;18,13;17,57;15,17;1,26;19628,0;33,5;50,05;9,16;13,34;3,63;38,62;31,66;52,72;13,43;22,44;28,6;7,89;66,93;57,97
08011;Avià;16,67;20,19;7,11;1,22;20992,0;32,03;51,53;7,93;24,07;5,52;26,74;38,94;53,65;13,48;21,64;40,39;5,66;72,56;58,39
08012;Avinyó;15,9;20,23;14,32;1,31;19454,0;33,67;50,47;6,99;14,15;3,23;44,54;28,43;57,75;11,18;23,8;26,85;8,08;70,03;57,73
08013;Avinyonet del Penedès;14,57;17,99;13,49;1,0;20427,0;36,73;49,36;7,83;22,64;8,02;25,12;30,24;56,09;10,71;24,53;33,94;8,63;68,92;61,07
08014;Aiguafreda;14,04;19,89;11,13;1,16;22178,0;35,11;45,92;10,27;16,34;0,41;30,05;35,94;51,65;7,79;23,9;37,9;7,8;72,29;59,38
08015;Badalona;17,37;17,79;24,06;1,23;17856,0;35,76;48,57;8,33;12,78;0,23;19,13;30,07;55,65;15,39;24,69;29,15;10,68;62,95;56,29
08016;Bagà;12,62;25,34;7,38;0,93;21194,0;32,86;50,76;6,65;24,18;1,69;27,34;34,41;55,79;13,04;20,24;35,31;8,39;68,84;51,28
08017;Balenyà;16,8;16,99;16,77;0,96;17577,0;35,15;48,7;8,92;15,95;1,34;38,54;25,84;57,08;11,87;23,99;26,81;9,41;67,1;58,73
08018;Balsareny;13,89;21,59;10,23;1,12;19010,0;33,05;51,46;7,32;14,31;1,48;41,37;27,09;59,07;13,36;20,32;29,0;8,91;65,51;52,92
08019;Barcelona;13,86;18,9;34,62;0,95;25597,0;43,01;41,28;8,26;15,73;0,15;10,59;48,74;42,04;10,71;20,78;51,03;7,38;63,99;54,33
08020;Begues;19,22;14,38;11,73;1,09;29011,0;34,59;51,28;9,34;20,83;0,55;15,99;50,23;44,57;6,29;24,53;50,96;5,13;71,07;63,19
08022;Berga;16,18;20,75;23,33;1,15;18681,0;33,3;48,13;9,15;15,56;1,47;27,98;34,63;52,95;12,81;22,07;30,74;10,51;61,01;51,54
08023;Bigues i Riells del Fai;17,48;14,55;8,84;1,03;21677,0;34,36;50,8;9,45;20,69;0,76;29,59;36,19;52,69;8,74;27,31;33,63;8,41;69,21;63,18
08024;Borredà;12,26;25,21;13,13;0,75;19097,0;37,47;47,23;5,28;34,86;11,43;30,29;28,65;59,06;15,99;22,59;34,52;10,7;60,29;48,2
08025;Bruc, El;17,68;13,11;8,76;1,03;22223,0;38,38;47,53;9,68;17,37;0,94;28,23;34,89;50,54;8,36;23,9;41,69;6,38;72,54;65,8
08026;Brull, El;19,39;12,32;9,09;0,86;33049,0;39,67;48,76;4,96;38,03;7,04;22,54;49,26;43,38;5,56;22,62;48,02;6,54;66,51;61,45
08027;Cabanyes, Les;21,84;11,92;5,83;1,57;22520,0;35,75;52,58;7,37;16,24;2,18;32,28;39,58;50,74;7,49;27,42;40,34;6,77;68,51;64,88
08028;Cabrera d'Anoia;16,49;14,49;14,29;1,51;16676,0;36,59;48,14;9,99;15,43;1,75;30,86;22,43;62,98;7,59;27,17;27,51;13,14;59,1;57,96
08029;Cabrera de Mar;17,67;17,7;12,39;1,31;31090,0;35,55;48,87;9,83;27,62;1,88;13,85;55,34;39,37;6,7;23,03;54,25;5,53;72,54;60,32
08030;Cabrils;18,01;15,33;18,13;1,14;33306,0;36,51;49,93;8,64;30,06;0,65;15,35;60,01;34,83;5,89;22,88;56,4;5,87;68,42;58,7
08031;Calaf;19,93;19,19;25,89;1,69;17140,0;30,55;54,31;6,56;15,85;4,67;37,9;28,63;56,04;15,43;22,81;24,7;11,22;62,42;53,88
08032;Caldes d'Estrac;15,24;19,29;25,45;1,01;25472,0;37,36;41,71;12,99;23,17;0,7;13,43;46,18;45,81;9,51;24,22;47,07;7,2;64,53;55,16
08033;Caldes de Montbui;16,79;17,33;15,97;1,07;21455,0;35,12;47,85;9,9;17,5;1,31;28,18;37,83;49,89;9,57;31,77;36,8;7,75;69,31;60,36
08034;Calders;17,36;15,79;7,14;1,33;22530,0;36,38;47,69;10,33;22,24;3,2;24,02;47,07;44,99;7,13;22,75;46,96;3,95;76,91;64,37
08035;Calella;16,14;19,55;30,59;1,13;17026,0;35,85;43,61;12,09;18,91;0,8;16,16;34,61;53,32;14,21;24,27;31,71;10,93;55,04;48,47
08036;Calonge de Segarra;13,85;28,27;1,12;2,04;20264,0;28,76;50,98;5,23;45,88;29,41;23,53;27,16;65,43;15,03;20,92;37,25;6,1;77,78;53,59
08037;Calldetenes;17,49;17,26;11,78;1,36;21531,0;34,96;51,12;8,35;18,65;2,38;35,15;32,28;55,13;12,23;24,98;34,25;5,19;74,19;62,28
08038;Callús;19,25;17,25;14,5;1,25;19014,0;34,59;47,54;9,43;15,6;1,88;32,36;33,62;55,28;12,04;24,68;33,22;10,23;66,48;59,29
08039;Campins;17,72;15,41;11,39;1,41;24315,0;37,83;45,47;11,67;31,58;1,64;22,7;53,9;37,94;3,69;25,44;54,56;9,15;75,44;64,19
08040;Canet de Mar;15,59;20,67;16,36;0,93;19356,0;34,48;45,89;11,06;18,84;0,57;18,28;40,01;51,24;12,84;24,84;34,41;9,37;64,69;54,13
08041;Canovelles;19,86;14,7;30,99;1,33;15536,0;34,14;51,12;8,44;12,24;1,03;35,87;21,32;55,11;19,51;21,39;18,9;13,04;58,09;55,43
08042;Cànoves i Samalús;18,03;14,98;9,02;1,26;21555,0;33,66;52,78;8,26;22,03;1,12;27,26;34,39;55,53;8,36;26,66;36,08;8,9;69,28;63,76
08043;Canyelles;17,04;14,56;14,73;1,15;20542,0;35,31;51,7;8,34;19,58;0,46;24,47;34,62;54,92;9,75;25,57;35,48;9,47;65,18;60,95
08044;Capellades;16,08;20,04;13,81;1,1;18783,0;36,1;45,83;9,38;11,55;0,44;36,68;32,1;54,83;13,09;27,45;27,36;9,67;65,31;54,98
08045;Capolat;21,72;16,56;3,23;0,0;22825,0;41,33;40,0;12,0;29,55;13,64;20,45;33,33;64,29;2,63;32,89;48,68;3,92;81,67;68,0
08046;Cardedeu;18,81;16,35;12,34;1,11;22577,0;36,38;47,87;9,64;17,24;0,73;22,3;44,47;46,6;9,05;23,81;43,46;7,84;70,71;61,6
08047;Cardona;14,0;25,99;10,37;0,85;19576,0;32,32;49,95;6,91;19,02;6,32;33,09;30,88;57,77;20,71;19,55;24,86;10,4;64,55;48,76
08048;Carme;16,79;20,16;17,56;1,36;19229,0;32,51;52,6;7,8;15,76;0,57;35,24;32,82;54,91;9,85;22,61;30,93;13,8;60,51;54,08
08049;Casserres;15,69;24,43;8,41;0,98;18955,0;30,9;51,37;8,61;25,94;7,54;26,85;34,29;55,77;13,35;22,11;31,71;9,35;69,43;52,56
08050;Castellar del Riu;18,41;14,97;3,31;1,83;20738,0;36,84;44,36;10,53;20,83;5,56;19,44;36,23;50,72;5,93;25,19;46,67;5,33;70,3;55,97
08051;Castellar del Vallès;17,24;16,89;8,64;1,02;21638,0;33,97;50,6;9,37;16,94;0,3;26,08;39,65;51,23;8,78;26,82;37,1;7,08;71,28;61,41
08052;Castellar de n'Hug;7,23;21,69;7,83;0,0;21916,0;37,91;41,83;9,8;44,71;9,41;18,82;34,15;60,98;8,81;18,87;35,85;10,1;77,39;63,06
08053;Castellbell i el Vilar;16,58;16,72;11,75;1,05;17987,0;37,97;44,24;10,78;15,5;0,45;33,35;25,04;61,2;9,03;25,01;26,13;11,08;65,34;59,12
08054;Castellbisbal;18,93;13,35;12,05;1,18;21154,0;35,98;49,56;9,05;13,03;0,35;26,76;35,8;52,91;10,35;25,39;34,26;7,16;70,41;64,4
08055;Castellcir;19,15;14,61;9,23;1,42;22727,0;35,45;46,9;11,45;24,48;3,12;28,12;40,0;51,67;7,48;25,04;42,29;8,19;70,3;64,84
08056;Castelldefels;17,35;14,6;31,6;1,02;24568,0;37,72;45,93;10,46;17,53;0,15;14,15;44,11;47,52;9,51;25,9;45,92;6,87;64,38;57,54
08057;Castell de l'Areny;7,65;21,18;2,94;0,0;22825,0;47,69;40,0;10,77;32,43;5,41;2,7;44,44;41,67;1,54;26,15;49,23;2,78;76,09;55,38
08058;Castellet i la Gornal;17,74;16,91;15,51;1,35;18303,0;33,92;49,42;10,2;18,11;4,07;26,17;28,1;59,6;10,51;24,54;31,06;11,44;62,05;58,06
08059;Castellfollit del Boix;15,48;21,07;5,97;1,14;22474,0;34,1;50,77;8,72;32,72;7,83;22,12;43,96;51,21;9,32;21,66;44,08;5,42;75,17;61,07
08060;Castellfollit de Riubregós;15,16;27,84;2,61;2,33;20076,0;28,46;53,85;6,92;39,74;26,92;20,51;33,8;56,34;8,4;19,08;39,69;5,06;89,29;60,77
08061;Castellgalí;17,53;16,47;9,08;1,0;20270,0;33,75;50,23;9,44;15,14;0,48;30,1;31,96;58,39;10,3;25,4;32,25;9,44;65,55;60,35
08062;Castellnou de Bages;20,44;12,85;4,42;1,2;22777,0;31,03;56,47;8,22;20,2;1,68;32,96;37,04;53,04;5,64;24,18;41,62;7,91;69,81;66,35
08063;Castellolí;19,94;15,61;6,87;1,08;24721,0;37,04;48,52;8,33;20,78;2,11;23,19;48,23;46,3;4,17;26,09;50,72;3,49;73,45;62,77
08064;Castellterçol;15,46;20,2;15,46;1,11;19890,0;36,63;44,86;9,8;20,88;2,73;30,84;36,16;47,25;13,63;23,82;37,32;7,34;69,99;57,23
08065;Castellví de la Marca;16,39;18,53;11,99;1,16;19119,0;35,6;50,0;8,23;21,03;8,73;28,97;32,77;54,85;12,24;25,96;32,01;6,95;69,18;58,03
08066;Castellví de Rosanes;17,12;16,87;11,54;1,37;24496,0;34,58;51,38;7,13;17,69;0,3;27,7;42,87;50,0;13,08;24,26;41,62;5,22;68,8;59,25
08067;Centelles;16,88;18,45;10,8;1,03;20018,0;35,82;46,08;10,21;18,15;1,32;31,92;33,07;53,96;11,33;24,94;31,22;6,93;70,74;59,83
08068;Cervelló;18,07;16,19;12,77;1,17;23773,0;34,21;50,53;9,31;18,07;0,15;22,39;41,15;49,65;8,47;26,03;41,68;7,43;71,29;62,22
08069;Collbató;17,78;13,62;7,41;1,08;26489,0;36,28;50,01;9,1;19,34;0,12;24,99;44,98;46,97;5,74;25,73;46,48;5,59;70,81;63,45
08070;Collsuspina;19,28;20,0;6,41;1,04;20148,0;30,07;51,96;12,09;30,59;6,47;28,82;43,29;48,17;10,03;27,27;40,75;4,26;75,0;60,45
08071;Copons;20,0;17,5;4,83;1,03;21492,0;39,16;45,1;9,79;21,47;1,23;23,93;49,68;46,45;4,38;18,18;48,15;4,57;73,25;60,98
08072;Corbera de Llobregat;17,83;14,46;17,2;1,12;23025,0;35,49;49,54;9,87;18,41;0,23;21,11;40,39;50,21;9,28;27,6;39,96;6,75;68,72;61,61
08073;Cornellà de Llobregat;16,25;18,24;27,1;1,1;18142,0;36,2;47,53;8,42;9,96;0,14;19,42;30,37;54,12;15,17;23,53;31,99;8,77;65,47;56,76
08074;Cubelles;17,1;16,8;19,04;1,1;20168,0;33,44;47,2;12,89;16,16;0,41;18,28;34,07;56,14;10,57;27,92;34,75;10,65;62,59;56,86
08075;Dosrius;19,34;13,3;10,46;1,45;21146,0;35,68;49,63;9,47;21,63;0,7;25,1;39,08;51,7;7,69;26,07;39,02;7,95;69,69;64,59
08076;Esparreguera;17,03;16,43;13,31;1,17;19934,0;35,47;48,05;10,17;12,02;0,24;30,61;30,92;53,94;11,96;24,42;31,18;8,76;67,71;59,91
